segment_index,time_hours,start_time_hours,end_time_hours,stage,dominant_emotion,bizarreness_score,lucidity_probability,is_lucid,generation_mode,llm_trigger_type,llm_latency_ms,llm_fallback_reason,template_bank,ach,serotonin,ne,cortisol,narrative,scene_description,active_memory_ids
6a4110a1-a456-433d-8a8e-bf8675459483,0.55,0.55,0.558333,N3,calm,0.343,0.0,False,TEMPLATE,,,,n3_any_01,0.3098,0.2308,0.1975,0.285,"At 0.550h, near-silent sensations drift and dissolve. The dream layer is diffuse and low-detail, prioritizing bodily depth over narrative complexity;.",A calm dreamscape at N3 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
52e83d8a-8a09-4d26-93b7-09125b7969be,0.558333,0.558333,0.566667,N3,neutral,0.32,0.0,False,TEMPLATE,,,,n3_neutral_01,0.2737,0.2343,0.2384,0.3387,"At 0.558h, deep textures replace coherent plot structure. Experience compresses into sparse sensations and broad, dark spaces where time is.",A neutral dreamscape at N3 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
dbf1366f-12b2-4f6f-9a69-a349fcc4a7e9,0.566667,0.566667,0.575,N3,neutral,0.332,0.0,False,TEMPLATE,,,,n3_any_01,0.3298,0.2247,0.2121,0.3064,"At 0.567h, wordless imagery pulses through heavy darkness. The dream layer is diffuse and low-detail, prioritizing bodily depth over narrative.",A neutral dreamscape at N3 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
adf99d33-d8c5-48ae-9fb2-e13555267cdb,0.575,0.575,0.583333,N3,serene,0.35,0.0,False,TEMPLATE,,,,n3_serene_01,0.2955,0.2518,0.2088,0.2673,"At 0.575h, slow symbolic flashes appear without clear sequence. I settle into broad quiet where sensation and thought are both.",A serene dreamscape at N3 depth.,mem::familiar_face|mem::bright_light|mem::childhood_home|mem::school_corridor|mem::falling
619d8d3b-9708-4aae-a568-943892c410b5,0.583333,0.583333,0.591667,N3,joyful,0.33,0.0,False,TEMPLATE,,,,n3_any_01,0.3326,0.2218,0.1934,0.3059,"At 0.583h, near-silent sensations drift and dissolve. The dream layer is diffuse and low-detail, prioritizing bodily depth over narrative complexity;.",A joyful dreamscape at N3 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
cf2abcd0-a438-42a2-960a-b72797d097b5,0.591667,0.591667,0.6,N3,calm,0.35,0.0,False,TEMPLATE,,,,n3_neutral_01,0.3209,0.24,0.2166,0.3053,"At 0.592h, deep textures replace coherent plot structure. Experience compresses into sparse sensations and broad, dark spaces where time is.",A calm dreamscape at N3 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
6e8d7e3a-47d8-41ac-addc-5918f10f59f9,0.6,0.6,0.608333,N3,melancholic,0.35,0.0,False,TEMPLATE,,,,n3_melancholic_01,0.3365,0.2576,0.1932,0.3384,"At 0.600h, wordless imagery pulses through heavy darkness. The dream stays dim and minimal, presenting isolated impressions of empty places.",A melancholic dreamscape at N3 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
5ab95c3a-2be0-4b74-814e-63c130fe20c8,0.608333,0.608333,0.616667,N3,fearful,0.35,0.0,False,TEMPLATE,,,,n3_any_01,0.3236,0.2249,0.2277,0.2985,"At 0.608h, slow symbolic flashes appear without clear sequence. The dream layer is diffuse and low-detail, prioritizing bodily depth over.",A fearful dreamscape at N3 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
fc80ce6c-6a62-4e3a-bb64-c7d79a6b2cf0,0.616667,0.616667,0.625,N3,curious,0.35,0.0,False,TEMPLATE,,,,n3_curious_01,0.2686,0.2688,0.1895,0.3231,"At 0.617h, near-silent sensations drift and dissolve. Even in deep sleep, occasional odd structures appear briefly: geometric rooms, distant machinery,.",A curious dreamscape at N3 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
e8f64e70-5cf2-42c7-9e30-7213469f80a4,0.625,0.625,0.633333,N3,neutral,0.306,0.0,False,TEMPLATE,,,,n3_any_01,0.2972,0.2283,0.2069,0.286,"At 0.625h, deep textures replace coherent plot structure. The dream layer is diffuse and low-detail, prioritizing bodily depth over narrative.",A neutral dreamscape at N3 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
7107fe92-2184-4f4e-aaa7-6f2b8556035e,0.633333,0.633333,0.641667,N3,calm,0.341,0.0,False,TEMPLATE,,,,n3_neutral_01,0.2845,0.2516,0.1922,0.2916,"At 0.633h, wordless imagery pulses through heavy darkness. Experience compresses into sparse sensations and broad, dark spaces where time is.",A calm dreamscape at N3 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
a8660a12-47cb-4c27-a057-c5c883022ddf,0.641667,0.641667,0.65,N3,curious,0.35,0.0,False,TEMPLATE,,,,n3_any_01,0.2827,0.2542,0.1702,0.3105,"At 0.642h, slow symbolic flashes appear without clear sequence. The dream layer is diffuse and low-detail, prioritizing bodily depth over.",A curious dreamscape at N3 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
04d70f8e-688f-431c-b6d2-40b8b4f8bccf,0.65,0.65,0.658333,N3,calm,0.35,0.0,False,TEMPLATE,,,,n3_neutral_01,0.283,0.1785,0.1896,0.2897,"At 0.650h, near-silent sensations drift and dissolve. Experience compresses into sparse sensations and broad, dark spaces where time is difficult.",A calm dreamscape at N3 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
12eb06a2-2924-4d1f-9a12-427ba8f71bf2,0.658333,0.658333,0.666667,N3,calm,0.339,0.0,False,TEMPLATE,,,,n3_any_01,0.3256,0.2844,0.2159,0.3214,"At 0.658h, deep textures replace coherent plot structure. The dream layer is diffuse and low-detail, prioritizing bodily depth over narrative.",A calm dreamscape at N3 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
eefe2592-b926-42b9-87b8-3ceee5567e23,0.666667,0.666667,0.675,N3,calm,0.35,0.0,False,TEMPLATE,,,,n3_neutral_01,0.2973,0.2277,0.2112,0.2965,"At 0.667h, wordless imagery pulses through heavy darkness. Experience compresses into sparse sensations and broad, dark spaces where time is.",A calm dreamscape at N3 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
6e689f26-45f7-45ef-a085-090429100b63,0.675,0.675,0.683333,N3,fearful,0.35,0.0,False,TEMPLATE,,,,n3_fearful_01,0.3085,0.2307,0.2107,0.2909,"At 0.675h, slow symbolic flashes appear without clear sequence. Fear appears as abrupt sensory jolts inside otherwise blank darkness: a.",A fearful dreamscape at N3 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
a06a2203-ff31-4401-baa2-892c201de50a,0.683333,0.683333,0.691667,N3,neutral,0.33,0.0,False,TEMPLATE,,,,n3_any_01,0.3089,0.2453,0.2288,0.2874,"At 0.683h, near-silent sensations drift and dissolve. The dream layer is diffuse and low-detail, prioritizing bodily depth over narrative complexity;.",A neutral dreamscape at N3 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
4a7260d0-c99f-4ffe-9ed8-2992fedb6e94,0.691667,0.691667,0.7,N3,calm,0.35,0.0,False,TEMPLATE,,,,n3_neutral_01,0.2738,0.2578,0.1607,0.2723,"At 0.692h, deep textures replace coherent plot structure. Experience compresses into sparse sensations and broad, dark spaces where time is.",A calm dreamscape at N3 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
1ed8ecfc-2d13-4834-8ea6-3eac593e450c,0.7,0.7,0.708333,N3,neutral,0.35,0.0,False,TEMPLATE,,,,n3_any_01,0.3142,0.2463,0.2328,0.2482,"At 0.700h, wordless imagery pulses through heavy darkness. The dream layer is diffuse and low-detail, prioritizing bodily depth over narrative.",A neutral dreamscape at N3 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
0f0aebc9-f1e8-4c22-a4ad-10e6257bf974,0.708333,0.708333,0.716667,N3,curious,0.31,0.0,False,TEMPLATE,,,,n3_curious_01,0.2744,0.2473,0.1822,0.2949,"At 0.708h, slow symbolic flashes appear without clear sequence. Even in deep sleep, occasional odd structures appear briefly: geometric rooms,.",A curious dreamscape at N3 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
854e8d65-1ad9-477e-ada0-5a768a5f96e8,0.716667,0.716667,0.725,N3,neutral,0.35,0.0,False,TEMPLATE,,,,n3_neutral_01,0.3055,0.2309,0.1925,0.2917,"At 0.717h, near-silent sensations drift and dissolve. Experience compresses into sparse sensations and broad, dark spaces where time is difficult.",A neutral dreamscape at N3 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
ffc65068-551a-43ed-93a2-5c76acdbe626,0.725,0.725,0.733333,N3,joyful,0.35,0.0,False,TEMPLATE,,,,n3_joyful_01,0.313,0.2561,0.2176,0.2825,"At 0.725h, deep textures replace coherent plot structure. Joy emerges as bodily ease and warmth more than story, with soft.",A joyful dreamscape at N3 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
7bb27e28-5cd9-4ffc-9640-046a339d395b,0.733333,0.733333,0.741667,N3,joyful,0.35,0.0,False,TEMPLATE,,,,n3_any_01,0.2873,0.2476,0.2006,0.3003,"At 0.733h, wordless imagery pulses through heavy darkness. The dream layer is diffuse and low-detail, prioritizing bodily depth over narrative.",A joyful dreamscape at N3 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
4fa5fec8-d5eb-4dc5-9f20-f442d3f5463c,0.741667,0.741667,0.75,N3,neutral,0.338,0.0,False,TEMPLATE,,,,n3_neutral_01,0.287,0.1984,0.1994,0.2887,"At 0.742h, slow symbolic flashes appear without clear sequence. Experience compresses into sparse sensations and broad, dark spaces where time.",A neutral dreamscape at N3 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
ad8ba9ef-5de0-4e7a-9bc7-7d1072e6ec36,0.75,0.75,0.758333,N3,neutral,0.35,0.0,False,TEMPLATE,,,,n3_any_01,0.3056,0.226,0.2089,0.2783,"At 0.750h, near-silent sensations drift and dissolve. The dream layer is diffuse and low-detail, prioritizing bodily depth over narrative complexity;.",A neutral dreamscape at N3 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
47f82068-e01a-47da-b9ba-46c99ab29978,0.758333,0.758333,0.766667,N3,anxious,0.345,0.0,False,TEMPLATE,,,,n3_anxious_01,0.2944,0.2299,0.1959,0.2989,"At 0.758h, deep textures replace coherent plot structure. An undercurrent of unease runs through thick, low-resolution imagery where details are.",A anxious dreamscape at N3 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
0218dac5-35d0-4832-bd1a-f2e752b2cb35,0.766667,0.766667,0.775,N3,calm,0.35,0.0,False,TEMPLATE,,,,n3_neutral_01,0.307,0.2729,0.184,0.2764,"At 0.767h, wordless imagery pulses through heavy darkness. Experience compresses into sparse sensations and broad, dark spaces where time is.",A calm dreamscape at N3 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
139d44a2-baf1-4fa2-bd86-c6c9db14634f,0.775,0.775,0.783333,N3,calm,0.336,0.0,False,TEMPLATE,,,,n3_any_01,0.3099,0.2329,0.2211,0.2977,"At 0.775h, slow symbolic flashes appear without clear sequence. The dream layer is diffuse and low-detail, prioritizing bodily depth over.",A calm dreamscape at N3 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
a55a1ea0-bdb9-4030-a1ea-5dc1eac2d893,0.783333,0.783333,0.791667,N3,calm,0.35,0.0,False,TEMPLATE,,,,n3_neutral_01,0.2931,0.2493,0.2177,0.2795,"At 0.783h, near-silent sensations drift and dissolve. Experience compresses into sparse sensations and broad, dark spaces where time is difficult.",A calm dreamscape at N3 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
245bb103-f8a7-4cc6-b4dc-6efe32c50034,0.791667,0.791667,0.8,N3,neutral,0.35,0.0,False,TEMPLATE,,,,n3_any_01,0.32,0.2213,0.2416,0.2803,"At 0.792h, deep textures replace coherent plot structure. The dream layer is diffuse and low-detail, prioritizing bodily depth over narrative.",A neutral dreamscape at N3 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
1b71f87e-4f9d-431b-82cd-810ba7478b8d,0.8,0.8,0.808333,N3,calm,0.317,0.0,False,TEMPLATE,,,,n3_neutral_01,0.266,0.2532,0.1847,0.2744,"At 0.800h, wordless imagery pulses through heavy darkness. Experience compresses into sparse sensations and broad, dark spaces where time is.",A calm dreamscape at N3 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
3e210bfc-eef7-4905-8fb5-242754c3b99a,0.808333,0.808333,0.816667,N3,fearful,0.337,0.0,False,TEMPLATE,,,,n3_any_01,0.2574,0.2395,0.2307,0.2905,"At 0.808h, slow symbolic flashes appear without clear sequence. The dream layer is diffuse and low-detail, prioritizing bodily depth over.",A fearful dreamscape at N3 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
bdb96814-eb37-40dc-b2e8-f64e529a66c4,0.816667,0.816667,0.825,N3,melancholic,0.35,0.0,False,TEMPLATE,,,,n3_melancholic_01,0.3055,0.2006,0.2249,0.2601,"At 0.817h, near-silent sensations drift and dissolve. The dream stays dim and minimal, presenting isolated impressions of empty places and.",A melancholic dreamscape at N3 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
fbfe2796-5ced-423f-b165-155a6d0d9a03,0.825,0.825,0.833333,N3,joyful,0.35,0.0,False,TEMPLATE,,,,n3_joyful_01,0.3103,0.2624,0.1746,0.2897,"At 0.825h, deep textures replace coherent plot structure. Joy emerges as bodily ease and warmth more than story, with soft.",A joyful dreamscape at N3 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
4d54ddb1-2d18-44af-b25d-67384bbb1199,0.833333,0.833333,0.841667,N3,curious,0.35,0.0,False,TEMPLATE,,,,n3_any_01,0.276,0.2049,0.1703,0.2934,"At 0.833h, wordless imagery pulses through heavy darkness. The dream layer is diffuse and low-detail, prioritizing bodily depth over narrative.",A curious dreamscape at N3 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
7faa77e9-a229-4f03-b2eb-13ad86baf5c2,0.841667,0.841667,0.85,N3,neutral,0.35,0.0,False,TEMPLATE,,,,n3_neutral_01,0.3417,0.2424,0.2135,0.2905,"At 0.842h, slow symbolic flashes appear without clear sequence. Experience compresses into sparse sensations and broad, dark spaces where time.",A neutral dreamscape at N3 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
0bacdea6-78a3-42aa-9cf7-c3f630d20a42,0.85,0.85,0.858333,N3,curious,0.35,0.0,False,TEMPLATE,,,,n3_curious_01,0.2763,0.2186,0.2293,0.2765,"At 0.850h, near-silent sensations drift and dissolve. Even in deep sleep, occasional odd structures appear briefly: geometric rooms, distant machinery,.",A curious dreamscape at N3 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
fd20cda9-9dd9-4808-a084-904b33664c37,0.858333,0.858333,0.866667,N3,calm,0.35,0.0,False,TEMPLATE,,,,n3_any_01,0.3098,0.2255,0.2072,0.2721,"At 0.858h, deep textures replace coherent plot structure. The dream layer is diffuse and low-detail, prioritizing bodily depth over narrative.",A calm dreamscape at N3 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
1491e19a-5a9e-4cc5-9a9b-4294edacc7be,0.866667,0.866667,0.875,N3,neutral,0.346,0.0,False,TEMPLATE,,,,n3_neutral_01,0.2935,0.235,0.1914,0.2573,"At 0.867h, wordless imagery pulses through heavy darkness. Experience compresses into sparse sensations and broad, dark spaces where time is.",A neutral dreamscape at N3 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
e30ba26f-a4c1-40d7-aa46-98565c0f2377,0.875,0.875,0.883333,N3,calm,0.35,0.0,False,TEMPLATE,,,,n3_any_01,0.2823,0.2417,0.2249,0.3049,"At 0.875h, slow symbolic flashes appear without clear sequence. The dream layer is diffuse and low-detail, prioritizing bodily depth over.",A calm dreamscape at N3 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
1e01f8fc-6d6a-4215-94cb-139602d10be2,0.883333,0.883333,0.891667,N3,calm,0.35,0.0,False,TEMPLATE,,,,n3_neutral_01,0.3283,0.2491,0.1819,0.291,"At 0.883h, near-silent sensations drift and dissolve. Experience compresses into sparse sensations and broad, dark spaces where time is difficult.",A calm dreamscape at N3 depth.,mem::familiar_face|mem::flying|mem::bright_light|mem::joy|mem::wonder
5dbc5d65-a6dc-43c1-97ec-09834306c318,0.891667,0.891667,0.9,N3,fearful,0.35,0.0,False,TEMPLATE,,,,n3_fearful_01,0.2853,0.1932,0.2334,0.2943,"At 0.892h, deep textures replace coherent plot structure. Fear appears as abrupt sensory jolts inside otherwise blank darkness: a sudden.",A fearful dreamscape at N3 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
fd96aebb-dec6-40dd-bf0d-46c67345de86,0.9,0.9,0.908333,N3,curious,0.333,0.0,False,TEMPLATE,,,,n3_any_01,0.264,0.2473,0.2021,0.317,"At 0.900h, wordless imagery pulses through heavy darkness. The dream layer is diffuse and low-detail, prioritizing bodily depth over narrative.",A curious dreamscape at N3 depth.,mem::childhood_home|mem::school_corridor|mem::falling|mem::being_chased|mem::being_late
